candidate_id,engine,object_type,signal_mode,metric,fast_value,legacy_value,abs_diff,pass
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_beta__fresh_forward_2026May,-0.0905306881660074,-0.0905306881660074,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_beta__recent_oos_2025H2_2026Apr,0.4032500363543053,0.4032500363543053,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_beta__validation_2025H1,0.2943593050547332,0.2943593050547332,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_corr__fresh_forward_2026May,-0.079233108162087,-0.079233108162087,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_corr__recent_oos_2025H2_2026Apr,0.2067311793301842,0.2067311793301842,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,core4_corr__validation_2025H1,0.169467605324953,0.169467605324953,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__fresh_forward_2026May__annualized_mean,-6.556468361073664,-6.556468361073664,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__fresh_forward_2026May__compounded_max_dd,-0.2835625810771618,-0.2835625810771618,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_gross_exposure,0.4987980769230769,0.4987980769230769,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__fresh_forward_2026May__mean_turnover,0.2053285256410257,0.2053285256410257,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__fresh_forward_2026May__n,416.0,416.0,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__annualized_mean,-1.4829162125433066,-1.4829162125433066,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__compounded_max_dd,-0.8568871474922305,-0.8568871474922305,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_gross_exposure,0.4867183017824038,0.4867183017824038,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__mean_turnover,0.2051448178395014,0.2051448178395014,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__recent_oos_2025H2_2026Apr__n,7248.0,7248.0,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__validation_2025H1__annualized_mean,0.9829853547706864,0.9829853547706864,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__validation_2025H1__compounded_max_dd,-0.6322213406000925,-0.6322213406000925,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__validation_2025H1__mean_gross_exposure,0.4268143716723342,0.4268143716723342,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__validation_2025H1__mean_turnover,0.1595729986953332,0.1595729986953332,0.0,True
e0_current_a7l_manual_generator_s1_00077,E0_current_A7L_manual_generator,generated_candidate,original,execution_lag_1bar_raw_10bp__validation_2025H1__n,4296.0,4296.0,0.0,True
